id,status_group
2583,non functional
40514,functional needs repair
54679,functional needs repair
57857,functional needs repair
42334,functional
14794,non functional
18363,functional
56941,functional
66396,non functional
48587,functional
54674,functional
18131,functional
26226,non functional
51065,functional
56534,functional
7668,functional needs repair
30258,functional
64215,functional
59565,functional
25718,functional
37514,functional
70247,non functional
39839,functional
4776,functional needs repair
23711,non functional
15528,non functional
71686,functional
14815,non functional
6243,non functional
12551,functional
10242,non functional
25277,functional needs repair
68727,functional needs repair
65037,functional
5631,functional
23892,non functional
21737,functional
44097,functional
36085,non functional
41389,non functional
67054,non functional
47177,functional
54465,functional
35421,functional
4197,non functional
40656,non functional
39739,functional
57898,non functional
18232,functional needs repair
39879,functional
74131,non functional
27900,functional
49876,non functional
50955,functional
49084,functional
28667,functional
64663,functional
49220,functional
68316,functional
45890,functional
10983,functional
13212,non functional
30073,non functional
630,non functional
19090,functional
43001,functional
66103,functional needs repair
17603,functional
46546,functional needs repair
29457,functional
46600,functional needs repair
48110,non functional
59321,non functional
45427,non functional
27685,functional
73960,non functional
27009,functional
24694,functional
73696,functional
74079,functional
53460,functional
17335,non functional
21110,functional
54613,non functional
3713,non functional
10815,non functional
63188,functional
19402,non functional
13353,functional
65096,non functional
67882,non functional
20914,non functional
52185,non functional
67649,non functional
7526,non functional
13023,functional
65995,functional
11117,functional
12515,functional needs repair
19507,functional
41120,non functional
4407,non functional
64320,non functional
17725,non functional
52272,non functional
67338,functional
13499,non functional
29793,functional
25758,functional
27272,functional
53397,non functional
36764,functional
694,functional needs repair
20894,functional
14343,non functional
68006,functional
21428,non functional
46711,non functional
10175,functional
41960,functional
23189,functional
66450,functional
31924,functional needs repair
29503,functional needs repair
30760,functional
52965,non functional
43767,functional
9927,functional
67748,non functional
73550,functional
20542,non functional
34235,non functional
25920,functional
37393,non functional
60198,non functional
40420,non functional
50246,functional
25365,non functional
40232,functional needs repair
70403,functional
39655,functional needs repair
53947,functional
12094,functional
36717,functional needs repair
6106,functional
69411,non functional
38461,non functional
38021,non functional
50812,functional
19788,non functional
66335,non functional
2058,functional
19699,non functional
40296,non functional
27719,non functional
1669,non functional
53938,functional
12381,non functional
52599,functional
41208,functional
40687,non functional
70096,functional
73308,non functional
47099,functional
58619,non functional
35468,non functional
36251,functional
40148,functional
38288,functional
30236,functional
58245,non functional
51712,functional
36808,functional needs repair
46757,non functional
6096,functional
41974,functional
35339,functional
44036,non functional
28056,functional
25511,non functional
59896,non functional
23732,functional
19900,functional
14952,non functional
5518,non functional
7374,functional
35155,functional
40083,functional
44950,functional
19106,functional
19624,functional
36754,functional
40399,non functional
29679,functional
17173,non functional
2834,non functional
51729,functional
41694,functional
55745,non functional
21196,non functional
43243,functional
44705,functional
12219,functional
74219,functional needs repair
57680,non functional
69771,non functional
31545,functional
59940,functional
5602,functional
38505,non functional
42931,non functional
68327,functional
27558,non functional
4396,functional
52771,non functional
27278,non functional
18754,non functional
28616,functional
2405,functional
58555,functional
8289,non functional
31309,functional
17137,functional
7168,functional
9081,functional
